"soma_id","target_full_name","target","uniprot","entrez_gene_id","entrez_gene_symbol","dilution","col_check","uniprot_single","entrez_gene_id_single","gene_id","converted_seq_ids","intracellular","membrane","secreted"
"SL025933","Mucin-1:region 1","MUC1:region 1","P15941","4582","MUC1",10,"PASS","P15941","4582","MUC1","seq.10623.19",TRUE,TRUE,TRUE
"SL018582","Serine protease inhibitor Kazal-type 13","ISK13","Q1W4C9","153218","SPINK13",10,"PASS","Q1W4C9","153218","SPINK13","seq.10624.45",TRUE,FALSE,TRUE
"SL018611","Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3","SIA7C","Q8NDV1","256435","ST6GALNAC3",10,"PASS","Q8NDV1","256435","ST6GALNAC3","seq.10626.116",TRUE,TRUE,FALSE
"SL007366","Amyloid-like protein 2","APLP2","Q06481","334","APLP2",0.5,"PASS","Q06481","334","APLP2","seq.10627.87",TRUE,TRUE,FALSE
"SL007633","Oxidoreductase HTATIP2","HTAI2","Q9BUP3","10553","HTATIP2",10,"PASS","Q9BUP3","10553","HTATIP2","seq.10630.5",TRUE,TRUE,FALSE
"SL007962","Membrane-associated progesterone receptor component 2","PGRC2","O15173","10424","PGRMC2",10,"PASS","O15173","10424","PGRMC2","seq.10631.9",TRUE,TRUE,FALSE
"SL025932","Cell surface glycoprotein CD200 receptor 1:Isoform 4, Cytoplasmic Domain","MO2R1:CD","Q8TD46","131450","CD200R1",10,"PASS","Q8TD46","131450","CD200R1","seq.10636.1",TRUE,TRUE,FALSE
"SL025903","UPF0577 protein KIAA1324:Extracellular domain","K1324:ECD","Q6UXG2","57535","ELAPOR1",10,"PASS","Q6UXG2","57535","ELAPOR1","seq.10637.50",TRUE,TRUE,FALSE
"SL018685","TERF1-interacting nuclear factor 2","TINF2","Q9BSI4","26277","TINF2",10,"PASS","Q9BSI4","26277","TINF2","seq.10638.1",TRUE,FALSE,FALSE
"SL025948","Noelin-3:Isoform 2, C-term","NOE3:C-term","Q96PB7","118427","OLFM3",10,"PASS","Q96PB7","118427","OLFM3","seq.10643.16",TRUE,FALSE,TRUE
"SL017894","Activating signal cointegrator 1 complex subunit 1","ASCC1","Q8N9N2","51008","ASCC1",0.5,"PASS","Q8N9N2","51008","ASCC1","seq.10647.18",TRUE,FALSE,FALSE
"SL018014","Insulin-induced gene 1 protein","INSI1","O15503","3638","INSIG1",10,"PASS","O15503","3638","INSIG1","seq.10663.42",FALSE,TRUE,FALSE
"SL012791","N-acetylglucosamine-1-phosphotransferase subunit gamma","GNPTG","Q9UJJ9","84572","GNPTG",0.005,"PASS","Q9UJJ9","84572","GNPTG","seq.10666.7",TRUE,FALSE,FALSE
"SL018036","Uncharacterized protein C1orf185","CA185","Q5T7R7","284546","C1orf185",10,"PASS","Q5T7R7","284546","C1orf185","seq.10667.78",TRUE,TRUE,FALSE
"SL007377","Syntaxin-4","STX4","Q12846","6810","STX4",10,"PASS","Q12846","6810","STX4","seq.10668.5",TRUE,TRUE,FALSE
"SL004483","Pulmonary surfactant-associated protein B","SP-B","P07988","6439","SFTPB",10,"PASS","P07988","6439","SFTPB","seq.10672.75",TRUE,FALSE,TRUE
"SL018343","Thioredoxin-related transmembrane protein 2","TMX2","Q9Y320","51075","TMX2",10,"PASS","Q9Y320","51075","TMX2","seq.10675.223",TRUE,TRUE,FALSE
"SL007990","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4","NDUB4","O95168","4710","NDUFB4",10,"PASS","O95168","4710","NDUFB4","seq.10677.9",TRUE,TRUE,FALSE
"SL025910","Killer cell lectin-like receptor subfamily G member 2:C-term","KLRG2:C-term","A4D1S0","346689","KLRG2",10,"PASS","A4D1S0","346689","KLRG2","seq.10693.43",TRUE,TRUE,FALSE
"SL012662","Protein WFDC10B","WF10B","Q8IUB3","280664","WFDC10B",10,"PASS","Q8IUB3","280664","WFDC10B","seq.10695.12",TRUE,FALSE,TRUE
"SL018603","Prolow-density lipoprotein receptor-related protein 1","LRP1","Q07954","4035","LRP1",10,"PASS","Q07954","4035","LRP1","seq.10699.52",TRUE,TRUE,FALSE
"SL025885","Immunoglobulin superfamily member 11:Cytoplasmic domain","IGS11:CD","Q5DX21","152404","IGSF11",10,"PASS","Q5DX21","152404","IGSF11","seq.10700.10",TRUE,TRUE,FALSE
"SL012521","Collagen alpha-1(XXVIII) chain","COSA1","Q2UY09","340267","COL28A1",0.5,"PASS","Q2UY09","340267","COL28A1","seq.10702.1",TRUE,FALSE,TRUE
"SL006737","Sin3 histone deacetylase corepressor complex component SDS3","SDS3","Q9H7L9","64426","SUDS3",10,"PASS","Q9H7L9","64426","SUDS3","seq.10703.203",TRUE,FALSE,FALSE
"SL018605","Lymphoid-restricted membrane protein","LRMP","Q12912","4033","IRAG2",10,"PASS","Q12912","4033","IRAG2","seq.10704.91",TRUE,TRUE,FALSE
"SL018611","Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3","SIA7C","Q8NDV1","256435","ST6GALNAC3",10,"PASS","Q8NDV1","256435","ST6GALNAC3","seq.10705.14",TRUE,TRUE,FALSE
"SL007007","Progonadoliberin-2","GON2","O43555","2797","GNRH2",10,"PASS","O43555","2797","GNRH2","seq.10708.3",FALSE,FALSE,TRUE
"SL012618","Zona pellucida-binding protein 2","ZPBP2","Q6X784","124626","ZPBP2",10,"PASS","Q6X784","124626","ZPBP2","seq.10710.23",FALSE,FALSE,TRUE
"SL017073","CMRF35-like molecule 7","CLM7","A8K4G0","124599","CD300LB",10,"PASS","A8K4G0","124599","CD300LB","seq.10713.151",TRUE,TRUE,FALSE
"SL000269","Angiotensin-converting enzyme","ACE","P12821","1636","ACE",0.5,"PASS","P12821","1636","ACE","seq.10714.7",TRUE,TRUE,TRUE
"SL010942","26S proteasome non-ATPase regulatory subunit 5","PSMD5","Q16401","5711","PSMD5",10,"PASS","Q16401","5711","PSMD5","seq.10716.35",TRUE,FALSE,FALSE
"SL000451","Heat shock 70 kDa protein 1A","HSP 70","P0DMV8","3303","HSPA1A",10,"PASS","P0DMV8","3303","HSPA1A","seq.10721.76",TRUE,FALSE,FALSE
"SL025912","Tyrosine-protein kinase SYK:Protein kinase domain","KSYK:Protein Kinase","P43405","6850","SYK",10,"PASS","P43405","6850","SYK","seq.10722.13",TRUE,FALSE,FALSE
"SL018028","Heparan sulfate glucosamine 3-O-sulfotransferase 5","HS3S5","Q8IZT8","222537","HS3ST5",0.5,"PASS","Q8IZT8","222537","HS3ST5","seq.10731.10",TRUE,FALSE,FALSE
"SL005397","Leukocyte elastase inhibitor","Serpin B1","P30740","1992","SERPINB1",10,"PASS","P30740","1992","SERPINB1","seq.10737.96",TRUE,FALSE,FALSE
"SL004460","Fibulin-5","fibulin 5","Q9UBX5","10516","FBLN5",10,"PASS","Q9UBX5","10516","FBLN5","seq.10738.11",FALSE,FALSE,TRUE
"SL002684","Macrophage colony-stimulating factor 1","CSF-1","P09603","1435","CSF1",10,"PASS","P09603","1435","CSF1","seq.10741.22",TRUE,TRUE,TRUE
"SL008760","SLIT and NTRK-like protein 1","SLIK1","Q96PX8","114798","SLITRK1",0.5,"PASS","Q96PX8","114798","SLITRK1","seq.10743.13",FALSE,TRUE,TRUE
"SL009412","Dickkopf-related protein 3","DKK3","Q9UBP4","27122","DKK3",10,"PASS","Q9UBP4","27122","DKK3","seq.10746.24",FALSE,FALSE,TRUE
"SL018468","Protocadherin beta-2","PCDB2","Q9Y5E7","56133","PCDHB2",10,"PASS","Q9Y5E7","56133","PCDHB2","seq.10748.216",TRUE,TRUE,FALSE
"SL000451","Heat shock 70 kDa protein 1A","HSP 70","P0DMV8","3303","HSPA1A",10,"PASS","P0DMV8","3303","HSPA1A","seq.10749.18",TRUE,FALSE,FALSE
"SL018591","Chromodomain Y-like protein 2","CDYL2","Q8N8U2","124359","CDYL2",10,"PASS","Q8N8U2","124359","CDYL2","seq.10752.8",TRUE,FALSE,FALSE
"SL018585","Disintegrin and metalloproteinase domain-containing protein 7","ADAM7","Q9H2U9","8756","ADAM7",10,"PASS","Q9H2U9","8756","ADAM7","seq.10753.31",TRUE,TRUE,FALSE
"SL005237","Prokineticin-2","Prokineticin-2","Q9HC23","60675","PROK2",10,"PASS","Q9HC23","60675","PROK2","seq.10754.113",FALSE,FALSE,TRUE
"SL012761","Urocortin-3","UCN3","Q969E3","114131","UCN3",10,"PASS","Q969E3","114131","UCN3","seq.10756.34",FALSE,FALSE,TRUE
"SL012375","Keratocan","KERA","O60938","11081","KERA",10,"PASS","O60938","11081","KERA","seq.10758.2",FALSE,FALSE,TRUE
"SL018367","Glutamate receptor 4","GRIA4","P48058","2893","GRIA4",10,"PASS","P48058","2893","GRIA4","seq.10760.107",TRUE,TRUE,FALSE
"SL006541","Transmembrane emp24 domain-containing protein 2","TMED2","Q15363","10959","TMED2",10,"PASS","Q15363","10959","TMED2","seq.10761.5",TRUE,TRUE,FALSE
"SL025911","Killer cell lectin-like receptor subfamily G member 2:N-term","KLRG2:N-term","A4D1S0","346689","KLRG2",10,"PASS","A4D1S0","346689","KLRG2","seq.10762.2",TRUE,TRUE,FALSE
"SL018836","G-protein coupled receptor 64","GPR64","Q8IZP9","10149","ADGRG2",10,"PASS","Q8IZP9","10149","ADGRG2","seq.10767.52",FALSE,TRUE,FALSE
"SL017976","Chondroitin sulfate N-acetylgalactosaminyltransferase 2","CGAT2","Q8N6G5","55454","CSGALNACT2",10,"PASS","Q8N6G5","55454","CSGALNACT2","seq.10772.21",TRUE,FALSE,FALSE
"SL008723","Ras-related protein Rab-3D","RAB3D","O95716","9545","RAB3D",10,"PASS","O95716","9545","RAB3D","seq.10780.10",TRUE,FALSE,FALSE
"SL008886","C-type lectin domain family 4 member G","CLC4G","Q6UXB4","339390","CLEC4G",0.5,"PASS","Q6UXB4","339390","CLEC4G","seq.10781.19",FALSE,TRUE,FALSE
"SL018337","Leucine-rich repeat-containing protein 52","LRC52","Q8N7C0","440699","LRRC52",10,"PASS","Q8N7C0","440699","LRRC52","seq.10785.8",FALSE,TRUE,FALSE
"SL018456","CMRF35-like molecule 2","CLM2","Q496F6","342510","CD300E",10,"PASS","Q496F6","342510","CD300E","seq.10798.4",TRUE,TRUE,FALSE
"SL003668","Serpin H1","Collagen-binding protein","P50454","871","SERPINH1",10,"PASS","P50454","871","SERPINH1","seq.10800.15",TRUE,FALSE,FALSE
"SL004843","Ephrin-A2","Ephrin-A2","O43921","1943","EFNA2",10,"PASS","O43921","1943","EFNA2","seq.10801.11",TRUE,FALSE,FALSE
"SL000451","Heat shock 70 kDa protein 1A","HSP 70","P0DMV8","3303","HSPA1A",10,"PASS","P0DMV8","3303","HSPA1A","seq.10803.22",TRUE,FALSE,FALSE
"SL018479","Killer cell lectin-like receptor subfamily B member 1","KLRB1","Q12918","3820","KLRB1",10,"PASS","Q12918","3820","KLRB1","seq.10809.14",FALSE,TRUE,FALSE
"SL016708","T-cell surface glycoprotein CD1a","CD1A","P06126","909","CD1A",10,"PASS","P06126","909","CD1A","seq.10814.7",FALSE,TRUE,FALSE
"SL018601","Intracellular hyaluronan-binding protein 4","HABP4","Q5JVS0","22927","HABP4",10,"PASS","Q5JVS0","22927","HABP4","seq.10815.2",TRUE,FALSE,FALSE
"SL022717","Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-M14","PILRA isoform FDF03-M14","Q9UKJ1","29992","PILRA",10,"PASS","Q9UKJ1","29992","PILRA","seq.10816.150",FALSE,TRUE,TRUE
"SL018588","TOMM20-like protein 1","TO20L","Q6UXN7","387990","TOMM20L",10,"PASS","Q6UXN7","387990","TOMM20L","seq.10817.26",FALSE,TRUE,FALSE
"SL008921","Sphingomyelin phosphodiesterase","ASM","P17405","6609","SMPD1",0.5,"PASS","P17405","6609","SMPD1","seq.10818.36",TRUE,FALSE,TRUE
"SL004461","Fibulin-1","fibulin 1","P23142","2192","FBLN1",0.005,"PASS","P23142","2192","FBLN1","seq.10819.108",TRUE,FALSE,TRUE
"SL018584","V-set and immunoglobulin domain-containing protein 10","VSI10","Q8N0Z9","54621","VSIG10",10,"PASS","Q8N0Z9","54621","VSIG10","seq.10825.12",TRUE,TRUE,FALSE
"SL018590","Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3","LIGO3","P0C6S8","645191","LINGO3",10,"PASS","P0C6S8","645191","LINGO3","seq.10827.67",FALSE,TRUE,FALSE
"SL025899","EF-hand calcium-binding domain-containing protein 14:N-term","K0494:N-term","O75071","9813","EFCAB14",10,"PASS","O75071","9813","EFCAB14","seq.10830.5",FALSE,TRUE,FALSE
"SL018597","Beta-1,4-galactosyltransferase 6","B4GT6","Q9UBX8","9331","B4GALT6",10,"PASS","Q9UBX8","9331","B4GALT6","seq.10832.24",TRUE,FALSE,FALSE
"SL012788","Hedgehog-interacting protein","HHIP","Q96QV1","64399","HHIP",0.5,"PASS","Q96QV1","64399","HHIP","seq.10833.64",FALSE,TRUE,TRUE
"SL018593","Alpha-1,4-N-acetylglucosaminyltransferase","A4GCT","Q9UNA3","51146","A4GNT",10,"PASS","Q9UNA3","51146","A4GNT","seq.10835.25",TRUE,FALSE,FALSE
"SL018620","Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4","GCNT4","Q9P109","51301","GCNT4",10,"PASS","Q9P109","51301","GCNT4","seq.10842.7",TRUE,FALSE,FALSE
"SL018624","Sialic acid-binding Ig-like lectin 15","SIG15","Q6ZMC9","284266","SIGLEC15",10,"PASS","Q6ZMC9","284266","SIGLEC15","seq.10847.1",FALSE,TRUE,FALSE
"SL018632","Butyrophilin-like protein 3","BTNL3","Q6UXE8","10917","BTNL3",10,"PASS","Q6UXE8","10917","BTNL3","seq.10848.137",FALSE,TRUE,FALSE
"SL007417","Interleukin-27 subunit beta","IL27B","Q14213","10148","EBI3",10,"PASS","Q14213","10148","EBI3","seq.10851.77",FALSE,FALSE,TRUE
"SL012987","Heterogeneous nuclear ribonucleoprotein D-like","HNRDL","O14979","9987","HNRNPDL",10,"PASS","O14979","9987","HNRNPDL","seq.10852.114",TRUE,FALSE,FALSE
"SL018620","Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4","GCNT4","Q9P109","51301","GCNT4",10,"PASS","Q9P109","51301","GCNT4","seq.10854.15",TRUE,FALSE,FALSE
"SL009948","Plexin-B2","PLXB2","O15031","23654","PLXNB2",10,"PASS","O15031","23654","PLXNB2","seq.10855.55",TRUE,TRUE,FALSE
"SL018833","Serine/threonine-protein phosphatase 4 regulatory subunit 3A","P4R3A","Q6IN85","55671","PPP4R3A",10,"PASS","Q6IN85","55671","PPP4R3A","seq.10866.60",TRUE,FALSE,FALSE
"SL025990","Spastin:Microtubule interacting and trafficking domain","Spastin:MIT","Q9UBP0","6683","SPAST",10,"PASS","Q9UBP0","6683","SPAST","seq.10870.32",TRUE,TRUE,FALSE
"SL018839","BRCA1-associated ATM activator 1","BRAT1","Q6PJG6","221927","BRAT1",10,"PASS","Q6PJG6","221927","BRAT1","seq.10876.300",TRUE,FALSE,FALSE
"SL018034","Protein FAM163B","F163B","P0C2L3","642968","FAM163B",10,"PASS","P0C2L3","642968","FAM163B","seq.10880.38",FALSE,TRUE,FALSE
"SL005718","Desmocollin-1","Desmocollin-1","Q08554","1823","DSC1",10,"PASS","Q08554","1823","DSC1","seq.10882.12",FALSE,TRUE,FALSE
"SL016472","Bombesin receptor-activated protein C6orf89","CF089","Q6UWU4","221477","C6orf89",10,"PASS","Q6UWU4","221477","C6orf89","seq.10885.36",TRUE,TRUE,FALSE
"SL017998","Melanocortin-2 receptor accessory protein 2","MRAP2","Q96G30","112609","MRAP2",10,"PASS","Q96G30","112609","MRAP2","seq.10889.2",FALSE,TRUE,FALSE
"SL018026","Lactase-like protein","LCTL","Q6UWM7","197021","LCTL",10,"PASS","Q6UWM7","197021","LCTL","seq.10890.135",FALSE,TRUE,FALSE
"SL007619","Oncostatin-M-specific receptor subunit beta","OSMR","Q99650","9180","OSMR",10,"PASS","Q99650","9180","OSMR","seq.10892.8",TRUE,TRUE,FALSE
"SL005696","Secretagogin","Secretagogin","O76038","10590","SCGN",10,"PASS","O76038","10590","SCGN","seq.10894.25",TRUE,FALSE,FALSE
"SL017961","Transmembrane protease serine 11B","TM11B","Q86T26","132724","TMPRSS11B",10,"PASS","Q86T26","132724","TMPRSS11B","seq.10895.28",FALSE,TRUE,FALSE
"SL013230","Stathmin-2","STMN2","Q93045","11075","STMN2",10,"PASS","Q93045","11075","STMN2","seq.10900.272",TRUE,FALSE,FALSE
"SL018040","Retroviral-like aspartic protease 1","APRV1","Q53RT3","151516","ASPRV1",0.5,"PASS","Q53RT3","151516","ASPRV1","seq.10902.53",FALSE,TRUE,FALSE
"SL017987","Syntaxin-8","STX8","Q9UNK0","9482","STX8",10,"PASS","Q9UNK0","9482","STX8","seq.10903.50",TRUE,TRUE,FALSE
"SL009074","Neurotrimin","NTRI","Q9P121","50863","NTM",10,"PASS","Q9P121","50863","NTM","seq.10907.116",TRUE,TRUE,FALSE
"SL017992","Polypeptide N-acetylgalactosaminyltransferase 13","GLT13","Q8IUC8","114805","GALNT13",10,"PASS","Q8IUC8","114805","GALNT13","seq.10908.2",TRUE,FALSE,FALSE
"SL018022","Carcinoembryonic antigen-related cell adhesion molecule 4","CEAM4","O75871","1089","CEACAM4",10,"PASS","O75871","1089","CEACAM4","seq.10910.6",FALSE,TRUE,FALSE
"SL013523","Secretory phospholipase A2 receptor","PLA2R","Q13018","22925","PLA2R1",10,"PASS","Q13018","22925","PLA2R1","seq.10916.44",FALSE,TRUE,TRUE
"SL006983","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2","GBGT2","O14610","2793","GNGT2",10,"PASS","O14610","2793","GNGT2","seq.10917.40",TRUE,FALSE,FALSE
"SL018077","Neuferricin","NEUFC","Q8WUJ1","124936","CYB5D2",10,"PASS","Q8WUJ1","124936","CYB5D2","seq.10924.258",TRUE,FALSE,TRUE
"SL018094","Calcium-binding protein 8","CABP8","Q9BXU9","83698","CALN1",10,"PASS","Q9BXU9","83698","CALN1","seq.10933.107",TRUE,TRUE,FALSE
"SL003442","Lymphocyte function-associated antigen 3","sLFA-3","P19256","965","CD58",10,"PASS","P19256","965","CD58","seq.10938.13",FALSE,TRUE,FALSE
"SL018105","Pleckstrin homology domain-containing family A member 4","PKHA4","Q9H4M7","57664","PLEKHA4",10,"PASS","Q9H4M7","57664","PLEKHA4","seq.10939.16",TRUE,FALSE,FALSE
"SL008242","Sarcalumenin","SRCA","Q86TD4","6345","SRL",10,"PASS","Q86TD4","6345","SRL","seq.10940.25",TRUE,FALSE,FALSE
"SL006065","Syntaxin-6","Syntaxin-6","O43752","10228","STX6",10,"PASS","O43752","10228","STX6","seq.10945.11",FALSE,TRUE,FALSE
"SL008958","Phospholipase D3","PLD3","Q8IV08","23646","PLD3",10,"PASS","Q8IV08","23646","PLD3","seq.10948.14",TRUE,TRUE,FALSE
"SL008009","60S acidic ribosomal protein P2","RLA2","P05387","6181","RPLP2",10,"PASS","P05387","6181","RPLP2","seq.10949.59",TRUE,FALSE,FALSE
"SL018252","C-type lectin domain family 2 member A","CLC2A","Q6UVW9","387836","CLEC2A",10,"PASS","Q6UVW9","387836","CLEC2A","seq.10953.14",FALSE,TRUE,FALSE
"SL014095","C-type lectin domain family 10 member A","CLC10","Q8IUN9","10462","CLEC10A",10,"PASS","Q8IUN9","10462","CLEC10A","seq.10955.4",TRUE,TRUE,FALSE
"SL009212","Glycine cleavage system H protein, mitochondrial","GCSH","P23434","2653","GCSH",10,"PASS","P23434","2653","GCSH","seq.10956.82",TRUE,FALSE,FALSE
"SL005478","BET1-like protein","BET1L","Q9NYM9","51272","BET1L",10,"PASS","Q9NYM9","51272","BET1L","seq.10959.125",TRUE,TRUE,FALSE
"SL015329","Retinoic acid receptor responder protein 3","TIG3","Q9UL19","5920","PLAAT4",10,"PASS","Q9UL19","5920","PLAAT4","seq.10961.15",TRUE,TRUE,FALSE
"SL000251","Alpha-2-HS-glycoprotein","a2-HS-Glycoprotein","P02765","197","AHSG",0.5,"PASS","P02765","197","AHSG","seq.10966.1",FALSE,FALSE,TRUE
"SL000546","Prolactin","PRL","P01236","5617","PRL",10,"PASS","P01236","5617","PRL","seq.10967.12",FALSE,FALSE,TRUE
"SL018330","Ecto-ADP-ribosyltransferase 3","NAR3","Q13508","419","ART3",0.5,"PASS","Q13508","419","ART3","seq.10970.3",TRUE,TRUE,FALSE
"SL012454","Serine protease inhibitor Kazal-type 7","ISK7","P58062","84651","SPINK7",10,"PASS","P58062","84651","SPINK7","seq.10974.20",TRUE,FALSE,TRUE
"SL008738","Mucin-like protein 1","MUCL1","Q96DR8","118430","MUCL1",10,"PASS","Q96DR8","118430","MUCL1","seq.10975.59",TRUE,FALSE,TRUE
"SL025935","Mucin-1:region 3","MUC1:region 3","P15941","4582","MUC1",10,"PASS","P15941","4582","MUC1","seq.10976.44",TRUE,TRUE,TRUE
"SL017252","Unique cartilage matrix-associated protein","UCMA","Q8WVF2","221044","UCMA",10,"PASS","Q8WVF2","221044","UCMA","seq.10977.55",FALSE,FALSE,TRUE
"SL009327","Growth hormone variant","SOM2","P01242","2689","GH2",10,"PASS","P01242","2689","GH2","seq.10978.39",FALSE,FALSE,TRUE
"SL007155","Acetylcholinesterase","ACES","P22303","43","ACHE",10,"PASS","P22303","43","ACHE","seq.10980.11",TRUE,TRUE,FALSE
"SL013799","Pro-neuregulin-3, membrane-bound isoform","NRG3","P56975","10718","NRG3",10,"PASS","P56975","10718","NRG3","seq.10981.56",FALSE,TRUE,TRUE
"SL017128","Leucine-rich repeat serine/threonine-protein kinase 2","LRRK2","Q5S007","120892","LRRK2",0.5,"PASS","Q5S007","120892","LRRK2","seq.10990.21",TRUE,FALSE,FALSE
"SL001791","Osteocalcin","Osteocalcin","P02818","632","BGLAP",0.5,"PASS","P02818","632","BGLAP","seq.11067.13",FALSE,FALSE,TRUE
"SL000481","Interleukin-5","IL-5","P05113","3567","IL5",10,"PASS","P05113","3567","IL5","seq.11071.1",TRUE,FALSE,TRUE
"SL007151","Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic","GPDA","P21695","2819","GPD1",10,"PASS","P21695","2819","GPD1","seq.11081.1",TRUE,FALSE,FALSE
"SL001731","Gamma-enolase","NSE","P09104","2026","ENO2",10,"PASS","P09104","2026","ENO2","seq.11083.23",TRUE,FALSE,FALSE
"SL000459","Immunoglobulin A","IgA","P01876|P01877","3493 3494","IGHA1|IGHA2",0.005,"PASS","P01877","3493 3494","IGHA2","seq.11089.7",NA,NA,NA
"SL007361","Galectin-10","LPPL","Q05315","1178","CLC",10,"PASS","Q05315","1178","CLC","seq.11094.104",TRUE,FALSE,FALSE
"SL018921","HemK methyltransferase family member 2","HEMK2","Q9Y5N5","29104","N6AMT1",10,"PASS","Q9Y5N5","29104","N6AMT1","seq.11096.57",TRUE,FALSE,FALSE
"SL007953","Pyridoxal kinase","PDXK","O00764","8566","PDXK",10,"PASS","O00764","8566","PDXK","seq.11098.1",TRUE,FALSE,FALSE
"SL004489","Toll-like receptor 4","TLR4","O00206","7099","TLR4",10,"PASS","O00206","7099","TLR4","seq.11101.18",TRUE,TRUE,FALSE
"SL012561","Regenerating islet-derived protein 4","REG4","Q9BYZ8","83998","REG4",10,"PASS","Q9BYZ8","83998","REG4","seq.11102.22",FALSE,FALSE,TRUE
"SL000448","Heat shock protein beta-1","HSP 27","P04792","3315","HSPB1",10,"PASS","P04792","3315","HSPB1","seq.11103.24",TRUE,FALSE,FALSE
"SL003340","Chitinase-3-like protein 1","YKL-40","P36222","1116","CHI3L1",0.5,"PASS","P36222","1116","CHI3L1","seq.11104.13",TRUE,FALSE,TRUE
"SL003650","Alpha-enolase","Alpha enolase","P06733","2023","ENO1",0.5,"PASS","P06733","2023","ENO1","seq.11105.171",TRUE,FALSE,FALSE
"SL007735","Teneurin-3","TEN3","Q9P273","55714","TENM3",10,"PASS","Q9P273","55714","TENM3","seq.11107.25",TRUE,TRUE,FALSE
"SL025995","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:Sushi 15-18","SVEP1:Sushi 15-18","Q4LDE5","79987","SVEP1",0.5,"PASS","Q4LDE5","79987","SVEP1","seq.11109.56",TRUE,FALSE,FALSE
"SL019320","Transmembrane protein 119","TM119","Q4V9L6","338773","TMEM119",10,"PASS","Q4V9L6","338773","TMEM119","seq.11110.4",TRUE,TRUE,FALSE
"SL016490","Protein kish-A","KISHA","Q8TBQ9","153339","TMEM167A",10,"PASS","Q8TBQ9","153339","TMEM167A","seq.11112.18",FALSE,TRUE,FALSE
"SL018991","Uncharacterized protein C11orf87","CK087","Q6NUJ2","399947","C11orf87",10,"PASS","Q6NUJ2","399947","C11orf87","seq.11116.16",FALSE,TRUE,FALSE
"SL009460","Spermatogenesis-associated protein 20","SPT20","Q8TB22","64847","SPATA20",10,"PASS","Q8TB22","64847","SPATA20","seq.11117.2",TRUE,FALSE,TRUE
"SL019321","Ras-related protein Rab-17","RAB17","Q9H0T7","64284","RAB17",10,"PASS","Q9H0T7","64284","RAB17","seq.11118.107",TRUE,FALSE,FALSE
"SL019329","N-acetyltransferase 14","NAT14","Q8WUY8","57106","NAT14",10,"PASS","Q8WUY8","57106","NAT14","seq.11120.49",TRUE,TRUE,FALSE
"SL012520","Brorin","VWC2","Q2TAL6","375567","VWC2",10,"PASS","Q2TAL6","375567","VWC2","seq.11121.56",FALSE,FALSE,TRUE
"SL019337","Maspardin","SPG21","Q9NZD8","51324","SPG21",10,"PASS","Q9NZD8","51324","SPG21","seq.11122.97",TRUE,FALSE,FALSE
